filename,width,height,class,xmin,ymin,xmax,ymax
20200429_192216.jpg,4160,2340,calculator,2159,200,3678,644
40af70df5a83d50066cf83a281be7141.jpg,1332,999,phone,259,124,1098,859
artboard_1-536x0-c-default.png,536,402,phone,221,44,534,348
20200429_193054.jpg,4160,2340,calculator,603,811,1698,1722
gettyimages-1125671772-612x612.jpg,612,408,phone,213,74,430,337
IMG_2823.jpg,792,1056,hand,15,130,622,821
IMG_2837.jpg,792,1056,hand,52,150,792,915
94952794_578253273122453_9067753148243771392_n.jpg,1017,2048,calculator,42,384,952,1909
received_685663642225337.jpeg,1242,1652,looking down,121,32,1162,1471
lg_g5_beauty_on_table-100655750-large.jpg,580,368,phone,120,69,456,320
IMG_2809.jpg,792,1056,hand,327,200,792,848
IMG_2821.jpg,792,1056,hand,120,184,686,798
gettyimages-914593384-612x612.jpg,612,408,phone,104,97,458,315
questioned-good-looking-guy-looking-screen-smartphone-lifting-hand-cause-clueless-annoyed-what-reads-over-119168688.jpg,1300,957,hand,457,59,1057,731
94885692_255958732250856_7961538618411974656_n.jpg,1017,2048,calculator,490,584,904,1459
94885692_255958732250856_7961538618411974656_n.jpg,1017,2048,calculator,69,486,463,1449
received_661957921250536.jpeg,1280,2560,looking down,1,721,1152,2159
download-22.jpg,275,183,book,44,41,170,143
20200427_022653.jpg,4160,2340,calculator,992,222,3517,1766
images-68.jpg,222,227,book,52,6,164,217
images-54.jpg,334,151,book,15,15,62,70
images-54.jpg,334,151,book,65,25,113,62
images-54.jpg,334,151,book,120,11,174,62
images-54.jpg,334,151,book,182,3,244,42
images-54.jpg,334,151,book,97,67,173,101
images-54.jpg,334,151,book,26,75,92,92
images-54.jpg,334,151,book,21,116,93,134
images-54.jpg,334,151,book,177,90,215,138
images-54.jpg,334,151,book,260,72,306,119
images-54.jpg,334,151,book,248,22,271,75
IMG_2799.jpg,792,1056,hand,231,171,792,773
images-40.jpg,300,168,book,127,84,253,158
images-41.jpg,225,225,book,28,35,225,113
images-41.jpg,225,225,book,2,122,212,159
images-41.jpg,225,225,book,22,163,225,199
IMG_2798.jpg,792,1056,hand,204,175,786,812
images-55.jpg,280,180,book,3,1,277,170
images-69.jpg,275,183,book,71,112,220,178
happy-nice-man-looking-at-his-hand-picture_csp56262717.jpg,450,320,hand,48,17,364,301
20200429_084113.jpg,4160,2340,calculator,828,1602,2317,2233
20200429_084113.jpg,4160,2340,calculator,839,164,1820,1089
20200427_022849.jpg,4160,2340,calculator,2609,1022,3881,1955
download-23.jpg,275,183,book,35,8,182,145
20200430_222608.jpg,2340,4160,looking down,1,1045,2306,4123
Unknown43.jpg,275,183,phone,58,43,253,132
20200429_193043.jpg,4160,2340,calculator,2273,252,3623,1450
IMG_2834.jpg,792,1056,hand,72,230,702,889
mobile-phone-gadget-motorola.jpg,910,607,phone,53,50,818,587
98326739-february-2018-iphone-x-lies-on-a-wooden-table-a-new-smartphone-from-the-company-apple-close-up-on-a-.jpg,866,1300,phone,74,284,796,1073
94732599_2654885864768421_2573248716739706880_n.jpg,1125,1500,calculator,357,760,830,1408
IMG_2820.jpg,792,1056,hand,108,128,558,737
IMG_2808.jpg,792,1056,hand,336,184,786,780
phone-1.jpg,472,630,phone,41,125,369,509
847626_118d5.jpg,400,300,phone,116,27,306,168
20200429_193241.jpg,4160,2340,calculator,2314,1352,4034,2261
20200429_193241.jpg,4160,2340,calculator,581,1602,2026,2311
medium-shot-man-looking-his-hand_23-2148221705.jpg,626,417,hand,220,29,584,405
IMG_2884.jpg,1512,2016,looking down,175,77,1265,1985
images45.jpg,183,275,phone,58,103,156,250
IMG_2853.jpg,792,1056,hand,124,166,672,657
images-7.jpg,318,159,book,69,51,272,159
PhoneTable2.jpg,600,500,phone,235,142,574,299
imageshhbgv.jpg,300,168,phone,5,66,256,166
20200427_022621.jpg,4160,2340,calculator,876,289,3451,1616
images6.jpg,275,183,phone,3,64,222,180
phone-on-table.jpg,710,473,phone,100,93,641,434
hello12.jpg,3024,4032,book,953,2011,1653,2684
How-to-completely-reset-your-Android-phone.jpg,1030,609,phone,247,51,717,566
images-32.jpg,275,183,book,72,23,275,175
images-26.jpg,361,139,book,95,18,361,107
maxresdefault.jpg,1280,720,phone,424,86,861,708
20200430_021916.jpg,4160,2340,calculator,1778,222,2692,905
young-bearded-man-cargo-pants-looks-down-his-both-hands-cupped-as-if-holding-something-young-bearded-man-cargo-pants-123950756.jpg,740,1300,hand,140,63,513,591
images-27.jpg,301,167,book,3,51,300,167
20200429_192924.jpg,4160,2340,calculator,1962,69,3026,764
images-33.jpg,268,188,book,21,23,246,146
hello13.jpg,3024,4032,book,807,2275,1498,2684
5E10887F-ECE7-49F4-AE8D-2C0A06AB26C3-e1581629957818-640x704.jpg,640,704,phone,58,234,640,585
GettyImages-481489807-595d37f25f9b58843f191209.jpg,2090,1434,phone,540,604,1800,914
images-6.jpg,284,177,book,24,3,247,141
phone-computer.jpg,3000,2000,phone,1092,275,2242,1475
IMG_2852.jpg,792,1056,hand,152,153,733,648
received_968091646942466.jpeg,1512,2511,looking down,226,293,1418,2409
IMG_2846.jpg,792,1056,hand,40,71,757,1056
images223.jpg,263,192,phone,29,38,201,155
IMG_2885.jpg,1512,2016,looking down,179,70,1271,2003
received_224818522185031.jpeg,1536,2048,looking down,111,1,1406,2038
IMG_2850.jpg,792,1056,hand,177,157,747,605
IMG_2844.jpg,792,1056,hand,247,184,792,957
IMG_2878.jpg,1512,2016,looking down,334,593,1048,1993
20200429_191156.jpg,4160,2340,calculator,1195,225,2345,1011
20200429_191156.jpg,4160,2340,calculator,2667,611,3509,1414
images-4.jpg,337,150,book,26,3,234,136
20200430_020955.jpg,4160,2340,calculator,2012,380,3353,1064
smart-phone-wooden-table_1296-107.jpg,626,417,phone,219,140,588,345
images5.jpg,275,183,phone,1,77,161,162
received_554538931932535.jpeg,1080,1920,looking down,64,7,1005,1842
Unknown.jpg,275,183,phone,166,30,249,152
hello8.jpg,3024,4032,book,862,1920,1716,2529
20200429_193437.jpg,4160,2340,calculator,2537,1030,3951,1850
20200429_193437.jpg,4160,2340,calculator,1270,1572,2387,2308
Nokia-Phone-Flipped-on-the-Table.jpg,1331,800,phone,3,7,1032,769
images433.jpg,275,183,phone,149,58,202,111
images-25.jpg,275,184,book,28,5,271,178
images-31.jpg,305,165,book,43,41,291,151
images-19.jpg,318,159,book,26,41,296,136
images-18.jpg,274,184,book,15,11,264,130
images-18.jpg,274,184,book,22,122,250,153
images-18.jpg,274,184,book,18,139,262,173
images-30.jpg,300,168,book,19,2,284,105
images-30.jpg,300,168,book,42,105,247,140
images-30.jpg,300,168,book,57,139,259,168
20200429_192927.jpg,4160,2340,calculator,1723,119,2731,772
received_782322415922554.jpeg,1280,2560,looking down,31,655,1244,2235
depositphotos_150956594-stock-photo-young-man-looking-on-his.jpg,1600,1167,hand,351,7,1451,1062
images-24.jpg,282,179,book,89,48,260,118
images-24.jpg,282,179,book,96,121,222,136
images-24.jpg,282,179,book,98,136,252,148
images-24.jpg,282,179,book,102,149,268,172
samsung-phone-on-table.jpg,1600,900,phone,415,51,1119,824
hello10.jpg,3024,4032,book,989,1902,1707,2502
hello9.jpg,3024,4032,book,825,2029,1480,2538
received_219189086050304.jpeg,1980,2640,looking down,291,362,1920,2625
20200429_084406.jpg,4160,2340,calculator,1595,1480,3128,2340
images-5.jpg,259,194,book,35,101,203,180
Unknown32.jpg,292,172,phone,39,31,255,132
IMG_2879.jpg,1512,2016,looking down,400,607,1116,1979
IMG_2845.jpg,792,1056,hand,195,228,748,1056
20200430_021848.jpg,4160,2340,calculator,2517,666,3709,1644
IMG_2851.jpg,792,1056,hand,136,284,718,698
sony-xperia-wallpaper-preview.jpg,728,399,phone,207,241,626,355
IMG_2886.jpg,1512,2016,looking down,218,121,1285,1985
20200427_022545.jpg,4160,2340,calculator,1487,1283,2677,2340
20200427_022545.jpg,4160,2340,calculator,1031,27,2923,941
12.jpg,480,270,phone,152,99,445,238
IMG_2855.jpg,792,1056,hand,199,159,627,634
IMG_2841.jpg,792,1056,hand,174,164,792,916
images-1.jpg,274,184,book,21,43,264,167
20200429_193036.jpg,4160,2340,calculator,1898,216,3703,1380
received_159497855500714.jpeg,1980,2640,looking down,10,887,1942,2635
20200430_020830.jpg,4160,2340,calculator,1514,1561,2748,2058
hello14.jpg,3024,4032,book,925,1775,1607,2502
smart-phone-table-ringing-footage-061105633_iconl.jpg,480,268,phone,81,36,365,254
received_576272803016157.jpeg,1080,1920,looking down,72,283,1039,1773
images-20.jpg,279,181,book,16,84,268,174
android-phone-on-table.jpg,1600,900,phone,634,82,984,828
images-34.jpg,291,173,book,9,54,282,145
images-34.jpg,291,173,book,53,24,231,73
received_595954744462167.jpeg,1080,1920,looking down,54,1,995,1683
images-35.jpg,275,183,book,49,73,239,131
20200430_221759.jpg,2340,4160,looking down,145,689,2267,4102
images-21.jpg,275,183,book,82,72,214,134
images-21.jpg,275,183,book,67,114,198,162
gettyimages-1069786254-612x612.jpg,612,406,phone,116,112,510,289
woman-looking-her-hands-latin-woman-looking-her-hands-white-background-109478776.jpg,1300,955,hand,429,175,967,842
20200430_020819.jpg,4160,2340,calculator,1542,1533,3134,2111
95120100_2749257645203476_7556763531589189632_n.jpg,1017,2048,calculator,109,294,723,1811
iPhone-6-White-Table.png,1000,733,phone,126,153,847,648
20200428_000343.jpg,4160,2340,calculator,1495,39,2689,925
20200428_000343.jpg,4160,2340,calculator,1034,927,2459,2100
95708061_243348503390499_9158388159464079360_n.jpg,721,960,looking down,16,65,662,931
94926935_521824678451511_7182750615448059904_n.jpg,1125,844,calculator,222,68,769,354
IMG_2840.jpg,792,1056,hand,65,155,792,902
IMG_2854.jpg,792,1056,hand,161,232,665,655
received_530866960925374.jpeg,2316,3088,looking down,127,211,2202,2889
20200430_021124.jpg,4160,2340,calculator,445,355,1189,1130
received_272315367130931.jpeg,1242,1652,looking down,109,22,1156,1454
received_226729735430316.jpeg,1980,2640,looking down,20,479,1939,2638
20200430_021118.jpg,4160,2340,calculator,1053,450,1895,1486
photo-1535312833541-9fb671a581b0.jpg,1000,667,phone,128,265,816,548
phone-on-table-phone-and-earphones-on-wooden-table-stock-image_csp39445360.jpg,270,195,phone,112,14,183,163
IMG_2842.jpg,792,1056,hand,127,153,792,926
95013352_224191322199227_1829705189636964352_n.jpg,1017,2048,calculator,219,447,788,1913
IMG_2856.jpg,792,1056,hand,47,173,649,630
images-2.jpg,300,168,book,38,2,278,152
94891773_540279543531830_4516364270174208_n.jpg,2048,1019,calculator,455,183,1474,1015
20200429_191811.jpg,4160,2340,calculator,1306,194,2206,736
20200429_191811.jpg,4160,2340,calculator,1828,1691,2737,2094
20200428_000355.jpg,4160,2340,calculator,1976,1302,3384,1916
answering-smart-phone-ringing-wooden-footage-060997430_iconl.jpg,480,268,phone,6,90,380,246
photo-1580521923679-6d275830d039.jpg,1000,1499,phone,154,554,861,1212
images-37.jpg,281,179,book,23,3,259,172
images-23.jpg,272,185,book,1,33,221,152
images-23.jpg,272,185,book,3,140,271,177
images-22.jpg,408,123,book,30,12,399,80
received_2896437853743422.jpeg,1280,2560,looking down,1,728,1189,2430
images-36.jpg,318,159,book,120,42,294,147
95434534_2575721882676633_8538522768314990592_n.jpg,1103,2048,calculator,302,269,1008,1934
received_1094504050933373.jpeg,1080,1920,looking down,1,214,909,1771
rgdfs.jpg,275,183,phone,12,21,266,135
images2.jpg,275,183,phone,84,37,272,182
20200429_191804.jpg,4160,2340,calculator,1234,200,2120,697
20200429_191804.jpg,4160,2340,calculator,1876,1561,2828,2097
20200429_191151.jpg,4160,2340,calculator,1159,555,2267,1261
20200429_191151.jpg,4160,2340,calculator,2301,1136,3067,1769
images-3.jpg,275,183,book,26,99,193,148
images-3.jpg,275,183,book,67,60,210,124
20200429_192841.jpg,4160,2340,calculator,662,16,2237,755
20200429_192841.jpg,4160,2340,calculator,1951,1316,3970,2155
IMG_2857.jpg,1512,2016,looking down,338,305,1297,1985
IMG_2843.jpg,792,1056,hand,311,162,792,934
20200429_192855.jpg,4160,2340,calculator,2103,1327,3923,2041
vLr3S3d0mI3XYDbRsLffFBsAZheB8MeTJjmlWqMU.jpg,960,640,phone,173,251,929,602
IMG_2880.jpg,1512,2016,looking down,451,585,1165,1981
received_228993491689853.jpeg,1242,1652,looking down,1,84,1128,1637
20200429_084009.jpg,4160,2340,calculator,470,319,3570,2061
received_2603630896515145.jpeg,2316,3088,looking down,98,227,2092,2924
IMG_2866.jpg,1512,2016,looking down,465,432,1193,1536
IMG_2872.jpg,1512,2016,looking down,355,126,1191,1219
received_278621523172270.jpeg,998,1920,looking down,105,15,954,1867
preview-195213-54mIOY1Nwe-high_0012.jpg,660,371,phone,98,22,525,341
received_231843838131073.jpeg,3088,2320,looking down,86,23,1969,1743
20200429_191955.jpg,4160,2340,calculator,1923,102,3614,1186
hello2.jpg,3024,4032,book,1371,1475,2925,2784
2016-iphone-7-gettyimages-599948224.jpg,430,230,phone,50,32,374,154
received_2627904843987682.jpeg,1080,1920,looking down,115,95,970,1687
2722-smart-phone-table-ringing-footage-045818404_iconl.jpg,480,268,phone,75,125,396,203
images-13.jpg,300,168,book,66,25,227,140
Realme-XT-on-table-showing-white-gradient-920x470.jpg,920,470,phone,267,25,633,458
20200430_021937.jpg,4160,2340,calculator,1187,250,2564,902
20200430_021937.jpg,4160,2340,calculator,1517,1114,3292,1855
20200430_221756.jpg,2340,4160,looking down,1,682,2219,4119
images-12.jpg,297,170,book,29,33,261,127
20200429_192736.jpg,4160,2340,calculator,2392,41,3837,736
20200429_192736.jpg,4160,2340,calculator,2559,1622,3931,2247
hello3.jpg,3024,4032,book,780,684,1762,2147
20200429_083954.jpg,4160,2340,calculator,653,233,2837,994
IMG_2873.jpg,1512,2016,looking down,275,179,1304,1254
IMG_2867.jpg,1512,2016,looking down,332,444,1130,1526
received_304215137236986.jpeg,1536,2048,looking down,206,38,1458,1957
20200429_192654.jpg,4160,2340,calculator,1209,66,2142,1269
20200429_192654.jpg,4160,2340,calculator,2689,1136,3826,2094
black-iphone-light-wood.jpg,2400,1600,phone,711,391,1687,1273
IMG_2859.jpg,1512,2016,looking down,297,444,1351,1989
received_548783376023293.jpeg,1080,1920,looking down,1,185,1015,1826
received_233096894607868.jpeg,1536,2048,looking down,127,127,1298,2013
received_233516084543678.jpeg,1080,1920,looking down,88,452,1050,1816
received_831501724038416.jpeg,1080,1920,looking down,114,1,1019,1587
hello1.jpg,3024,4032,book,1262,1202,2544,2047
95410052_237143087541082_7567642164058914816_n.jpg,1017,2048,calculator,144,697,575,2015
20200429_084156.jpg,4160,2340,calculator,2214,1580,3609,2097
20200429_084156.jpg,4160,2340,calculator,2298,77,3178,1219
20200429_084156.jpg,4160,2340,calculator,1331,602,2206,1222
images-10.jpg,295,171,book,32,28,295,161
images-38.jpg,262,192,book,30,58,239,141
images-39.jpg,278,181,book,22,54,268,176
images-11.jpg,243,208,book,1,33,242,190
white-apple-iphone-on-wooden-table-48605.jpg,3817,2545,phone,772,468,1372,1631
man-raising-his-hands-up-upset-serious-young-man-raising-his-hands-up-looking-upset-serious-disappointed-angry-103776433.jpg,1300,957,hand,167,45,1274,869
landscape-1513418016-phone-table.jpg,480,240,phone,73,130,394,214
20200429_084427.jpg,4160,2340,calculator,1676,686,3470,1461
20200427_022602.jpg,4160,2340,calculator,1659,100,3020,1086
received_286680289024365.jpeg,1242,1652,looking down,99,78,1117,1574
iphone_on_table.jpg,1500,1000,phone,7,280,1235,987
IMG_2858.jpg,1512,2016,looking down,197,409,1251,1987
IMG_2864.jpg,1512,2016,looking down,200,219,1353,1652
images66.jpg,300,168,phone,63,1,229,159
20200430_221802.jpg,2340,4160,looking down,1,805,2054,4132
IMG_2848.jpg,792,1056,hand,140,153,738,632
IMG_2874.jpg,1512,2016,looking down,359,179,1297,1293
IMG_2860.jpg,1512,2016,looking down,181,305,1387,1754
images-8.jpg,275,183,book,81,113,221,172
received_2503660519963961.jpeg,1536,2048,looking down,85,52,1260,1913
hello4.jpg,3024,4032,book,1153,747,2353,2029
images-29.jpg,301,167,book,4,48,301,164
images-15.jpg,354,142,book,38,38,338,112
unnamed.jpg,512,320,phone,53,75,449,273
images-14.jpg,275,183,book,89,61,272,90
images-14.jpg,275,183,book,145,84,275,126
images-28.jpg,276,183,book,44,1,266,157
20200429_193348.jpg,4160,2340,calculator,2117,1389,3864,2216
95228742_2614377765510381_5451583580582969344_n.jpg,1017,2048,calculator,1,1057,988,1651
hello5.jpg,3024,4032,book,1298,1311,2962,2529
20200430_022008.jpg,4160,2340,calculator,1564,969,3389,1841
istockphoto-1192124048-612x612.jpg,612,408,phone,252,238,496,297
unnamed2323.jpg,512,341,phone,174,89,480,264
images-9.jpg,259,194,book,28,101,245,168
iphone-on-table-.jpg,970,646,phone,108,103,741,626
received_652028912026861.jpeg,2316,3088,looking down,231,173,1950,2689
IMG_2861.jpg,1512,2016,looking down,189,360,1383,1717
received_851224998722147.jpeg,2316,3088,looking down,98,102,2166,2779
received_946980332383005.jpeg,541,811,looking down,19,187,498,746
IMG_2849.jpg,792,1056,hand,58,207,645,682
iphone_5_gold_portrait_on_luxury_table__91__800x600.jpg,800,600,phone,38,145,361,410
Google-Pixel-4-on-the-Grey-Table.jpg,1489,800,phone,629,169,847,648
20200429_193228.jpg,4160,2340,calculator,2103,1691,3720,2325
94483061_1274356669434814_803012541931323392_n.jpg,900,1600,looking down,35,172,896,1590
20200429_191401.jpg,4160,2340,calculator,645,25,1426,1686
IMG_2863.jpg,1512,2016,looking down,146,346,1251,1536
oneplus-6t-back-full.jpg,600,450,phone,81,57,501,407
20200427_022759.jpg,4160,2340,calculator,1167,508,2853,1572
95976901_543968182983182_3907819072787578880_n.jpg,540,960,looking down,1,99,499,915
images44333.jpg,259,194,phone,23,24,234,153
photo-1541560052-77ec1bbc09f7.jpg,1000,971,phone,395,336,578,641
20200429_185931.jpg,4160,2340,calculator,1992,25,3128,911
20200429_185931.jpg,4160,2340,calculator,484,11,1981,422
hello7.jpg,3024,4032,book,907,2102,1625,2475
95152566_222008659094497_1381143843239362560_n.jpg,1125,1500,calculator,239,496,539,1314
20200429_191549.jpg,4160,2340,calculator,2303,186,3426,1561
20200429_193404.jpg,4160,2340,calculator,2314,711,3923,1619
20200429_193404.jpg,4160,2340,calculator,978,1439,2295,2239
android-phone-sitting-on-table-650x362.png,650,362,phone,1,21,648,356
received_624423461470071.jpeg,1080,1920,looking down,234,1,1052,1856
images-16.jpg,300,168,book,137,102,288,149
images-17.jpg,276,183,book,2,3,276,178
hello6.jpg,3024,4032,book,771,1720,2253,2302
blur-cellphone-close-up-device.jpg,910,607,phone,239,126,666,528
20200429_185844.jpg,4160,2340,calculator,2393,288,3084,2015
20200429_185844.jpg,4160,2340,calculator,381,180,2059,1189
pexels-photo-699122.jpg,500,368,phone,146,67,354,295
IMG_2862.jpg,1512,2016,looking down,87,421,1232,1719
20200430_221800.jpg,2340,4160,looking down,106,702,2167,4110
Man-looking-at-his-arm-Stock-Photo.jpg,600,400,hand,151,1,570,331
received_263458388163592.jpeg,1980,2640,looking down,134,22,1945,2470
20200429_192146.jpg,4160,2340,calculator,2262,1294,3567,2316
20200429_192146.jpg,4160,2340,calculator,1981,161,2451,1125
IMG_2811.jpg,792,1056,hand,343,221,754,825
IMG_2839.jpg,792,1056,hand,22,137,792,919
istockphoto-944879504-612x612.jpg,612,408,phone,270,166,477,259
imagesrdee.jpg,262,192,phone,17,20,174,175
download-12.jpg,297,170,book,21,9,259,147
20200429_192556.jpg,4160,2340,calculator,1998,166,2398,1494
received_689500351866912.jpeg,1280,2560,looking down,18,845,1083,2412
images-70.jpg,300,168,book,39,86,93,96
images-70.jpg,300,168,book,27,116,116,129
images-70.jpg,300,168,book,99,56,166,73
images-70.jpg,300,168,book,99,91,171,104
78087844-half-length-portrait-of-young-man-looking-on-his-hands-standing-next-to-color-background.jpg,1300,866,hand,274,4,1209,866
images-64.jpg,275,183,book,27,77,183,147
download-3.jpg,284,177,book,48,88,248,173
IMG_2795.jpg,792,1056,hand,115,239,490,773
pablocalvog131100079.jpg,450,282,hand,52,33,409,278
images-58.jpg,165,305,book,11,4,160,294
images-59.jpg,275,183,book,33,37,261,178
IMG_2794.jpg,792,1056,hand,127,239,543,894
download-2.jpg,287,176,book,38,6,262,146
images-65.jpg,284,177,book,99,94,264,161
images-65.jpg,284,177,book,18,19,124,97
images-71.jpg,302,167,book,4,1,295,161
20200427_031408.jpg,4160,2340,calculator,614,61,3687,1986
received_769993130072137.jpeg,484,729,looking down,12,59,459,670
20200428_000313.jpg,4160,2340,calculator,1059,391,3223,1600
20200429_083512.jpg,4160,2340,calculator,1234,594,3173,1880
IMG_2838.jpg,792,1056,hand,2,109,792,904
IMG_2810.jpg,792,1056,hand,333,219,768,821
telefon-smartfon-iphone-apple.jpg,1332,850,phone,237,290,1114,678
IMG_2804.jpg,792,1056,hand,354,162,777,671
images12.jpg,318,159,phone,38,61,170,137
sdjfsdf.jpg,275,183,phone,149,77,261,160
IMG_2812.jpg,792,1056,hand,124,44,633,655
received_233182054437233.jpeg,1080,1920,looking down,15,16,1043,1460
IMG_2806.jpg,792,1056,hand,354,178,765,732
20200429_192353.jpg,4160,2340,calculator,3117,916,3764,2127
20200430_222612.jpg,2340,4160,looking down,41,893,2289,4106
